date,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35,rank_36,rank_37,rank_38,rank_39,rank_40,rank_41,rank_42,rank_43,rank_44,rank_45,rank_46,rank_47,rank_48,rank_49,rank_50
2023-10-15 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,BAL,TOMO,ZRX,YFI,SXP,FIDA,SUSHI,GAL,WAVES,C98,SKL,RSR
2023-10-15 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,FXS,MANA,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,BAL,TOMO,ZRX,YFI,SXP,FIDA,SUSHI,WAVES,GAL,C98,SKL,RSR
2023-10-16 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,FXS,MANA,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,BAL,ZRX,TOMO,SXP,YFI,FIDA,SUSHI,GAL,WAVES,C98,SKL,MTL
2023-10-16 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,BAL,ZRX,TOMO,YFI,SXP,FIDA,SUSHI,GAL,WAVES,C98,SKL,RSR
2023-10-16 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,ZRX,BAL,YFI,SXP,TOMO,FIDA,SUSHI,GAL,WAVES,C98,SKL,MTL
2023-10-16 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,CVX,BAND,LRC,ZRX,BAL,SXP,YFI,TOMO,FIDA,SUSHI,GAL,WAVES,C98,SKL,MTL
2023-10-16 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,ZRX,BAL,SXP,YFI,TOMO,FIDA,SUSHI,GAL,WAVES,C98,SKL,RSR
2023-10-16 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,ZRX,BAL,SXP,TOMO,YFI,FIDA,SUSHI,GAL,WAVES,C98,SKL,MTL
2023-10-17 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,ZRX,LRC,BAL,SXP,TOMO,YFI,FIDA,SUSHI,GAL,WAVES,C98,SKL,MTL
2023-10-17 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,CVX,BAND,ZRX,LRC,BAL,SXP,TOMO,YFI,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-17 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,CVX,BAND,ZRX,LRC,BAL,TOMO,SXP,YFI,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-17 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,CVX,BAND,ZRX,LRC,BAL,TOMO,SXP,YFI,FIDA,SUSHI,WAVES,GAL,C98,SKL,KNC
2023-10-17 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,ZRX,LRC,BAL,TOMO,SXP,YFI,FIDA,SUSHI,WAVES,C98,GAL,SKL,KNC
2023-10-17 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,ZRX,LRC,BAL,TOMO,SXP,YFI,FIDA,SUSHI,WAVES,C98,GAL,SKL,MTL
2023-10-18 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,ZRX,LRC,BAL,TOMO,SXP,YFI,FIDA,SUSHI,WAVES,C98,GAL,SKL,KNC
2023-10-18 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,ZRX,LRC,BAL,TOMO,YFI,SXP,FIDA,SUSHI,WAVES,C98,GAL,SKL,KNC
2023-10-18 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,ZRX,LRC,BAL,TOMO,YFI,SXP,FIDA,SUSHI,WAVES,C98,GAL,SKL,KNC
2023-10-18 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,ZRX,BAL,TOMO,YFI,SXP,FIDA,C98,SUSHI,WAVES,GAL,SKL,KNC
2023-10-18 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,BAL,ZRX,TOMO,YFI,SXP,FIDA,WAVES,C98,SUSHI,GAL,SKL,KNC
2023-10-18 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,ZRX,TOMO,BAL,YFI,SXP,FIDA,WAVES,SUSHI,C98,GAL,SKL,KNC
2023-10-19 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,TOMO,BAL,ZRX,YFI,SXP,FIDA,WAVES,SUSHI,C98,GAL,SKL,KNC
2023-10-19 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,BAL,TOMO,ZRX,YFI,SXP,FIDA,C98,WAVES,SUSHI,GAL,SKL,MTL
2023-10-19 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,BAL,TOMO,YFI,ZRX,SXP,FIDA,SUSHI,C98,WAVES,GAL,SKL,MTL
2023-10-19 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,TOMO,BAL,ZRX,SXP,YFI,FIDA,C98,SUSHI,WAVES,GAL,SKL,MTL
2023-10-19 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,ENS,BAT,BAND,CVX,LRC,BAL,TOMO,ZRX,SXP,YFI,FIDA,SUSHI,WAVES,C98,GAL,SKL,MTL
2023-10-19 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,SXP,YFI,ZRX,FIDA,WAVES,SUSHI,GAL,C98,SKL,MTL
2023-10-20 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,SXP,YFI,ZRX,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-20 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,SXP,ZRX,YFI,FIDA,SUSHI,WAVES,C98,GAL,SKL,MTL
2023-10-20 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,SXP,YFI,ZRX,FIDA,SUSHI,WAVES,C98,GAL,SKL,MTL
2023-10-20 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,NEAR,LDO,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,SXP,ZRX,YFI,FIDA,SUSHI,WAVES,C98,GAL,SKL,MTL
2023-10-20 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,ZRX,SXP,YFI,FIDA,SUSHI,WAVES,C98,GAL,SKL,MTL
2023-10-20 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,SXP,ZRX,YFI,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-21 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,CHZ,GALA,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,ZRX,SXP,YFI,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-21 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,RNDR,AAVE,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,ZRX,TOMO,YFI,SXP,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-21 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,ZRX,TOMO,YFI,SXP,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-21 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,YFI,ZRX,SXP,TOMO,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-21 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,ZRX,SXP,TOMO,YFI,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-21 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,DOT,LINK,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,ZRX,TOMO,SXP,YFI,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-22 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,SHIB,AVAX,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,YFI,TOMO,SXP,ZRX,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-22 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,YFI,ZRX,SXP,TOMO,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-22 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,GMT,IMX,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,YFI,SXP,TOMO,ZRX,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-22 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,SXP,TOMO,ZRX,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-22 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,SXP,TOMO,ZRX,FIDA,SUSHI,WAVES,C98,GAL,SKL,MTL
2023-10-22 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,GALA,CRV,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,SXP,ZRX,TOMO,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-23 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,SXP,ZRX,TOMO,FIDA,SUSHI,WAVES,C98,GAL,SKL,MTL
2023-10-23 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,SXP,TOMO,ZRX,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-23 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,SXP,TOMO,ZRX,FIDA,SUSHI,WAVES,GAL,C98,SKL,MTL
2023-10-23 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,SXP,TOMO,ZRX,FIDA,WAVES,SUSHI,C98,GAL,SKL,MTL
2023-10-23 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,SXP,ZRX,TOMO,FIDA,WAVES,SUSHI,C98,GAL,SKL,MTL
2023-10-23 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,SXP,ZRX,TOMO,FIDA,SUSHI,WAVES,C98,GAL,SKL,MTL
2023-10-24 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,SAND,ALGO,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,CVX,BAND,LRC,BAL,YFI,ZRX,TOMO,SXP,WAVES,SUSHI,GAL,FIDA,C98,SKL,MTL
2023-10-24 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,YFI,ZRX,SXP,WAVES,GAL,FIDA,SUSHI,C98,SKL,MTL
2023-10-24 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,GALA,CRV,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,YFI,TOMO,ZRX,SXP,WAVES,GAL,FIDA,SUSHI,C98,SKL,MTL
2023-10-24 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,YFI,SXP,ZRX,WAVES,SUSHI,GAL,FIDA,C98,SKL,MTL
2023-10-24 16:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,BAL,TOMO,YFI,ZRX,SXP,WAVES,GAL,SUSHI,FIDA,C98,SKL,MTL
2023-10-24 20:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,CRV,GALA,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,TOMO,BAL,YFI,ZRX,SXP,WAVES,GAL,SUSHI,FIDA,C98,SKL,KNC
2023-10-25 00:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,GALA,CRV,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,TOMO,BAL,ZRX,YFI,SXP,WAVES,GAL,SUSHI,FIDA,C98,SKL,KNC
2023-10-25 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,AAVE,APE,RNDR,GRT,ALGO,SAND,AXS,GALA,CRV,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,TOMO,BAL,ZRX,YFI,SXP,WAVES,GAL,SUSHI,FIDA,C98,SKL,MTL
2023-10-25 08:00:00+00:00,BTC,ETH,XRP,BNB,SOL,DOGE,TRX,LINK,DOT,LTC,BCH,AVAX,SHIB,ATOM,UNI,LDO,NEAR,APE,AAVE,RNDR,GRT,ALGO,SAND,AXS,GALA,CRV,CHZ,MANA,FXS,IMX,GMT,COMP,1INCH,BAT,ENS,BAND,CVX,LRC,TOMO,BAL,ZRX,YFI,SXP,WAVES,GAL,SUSHI,FIDA,C98,SKL,MTL
